complaint_id,description,category,subcategory,latitude,longitude,timestamp,ground_truth_issue_id,is_duplicate
161,"There's an uneven, sunken patch on the road in front of Trichy Road that's basically a pothole now. This has been the case since the last heavy rain.",Road,Pothole,10.98841,77.008069,2026-07-31 22:28,ISSUE_0025,False
162,There is a growing dump of mixed waste on the Trichy Road main road near the compound wall.,Sanitation,Waste dumping,10.988274,77.007056,2026-07-09 03:03,ISSUE_0198,True
163,The pole on the Trichy Road main road has visible sparking whenever it rains. This has been the case for the past two days.,Electricity,Electrical hazard,10.984887,77.007592,2026-07-03 07:46,ISSUE_0406,True
164,The signal pole just outside Vadavalli looks damaged and the lights aren't lighting up. It's a small issue but worth noting.,Road,Traffic signal,11.021141,76.906308,2026-07-02 23:33,ISSUE_0077,True
165,"Power has gone off at Kavundampalayam Bypass multiple times today. Not a big problem yet, just flagging it.",Electricity,Power outage,11.04897,76.952249,2026-08-16 18:41,ISSUE_0375,True
166,"The color of the water at Thudiyalur changes between clear and brownish. Not a big problem yet, just flagging it.",Water,Water quality,11.080882,76.941169,2026-08-05 00:29,ISSUE_0343,True
167,This junction's signal close to Vadavalli has been unreliable for days now.,Road,Traffic signal,11.020524,76.906103,2026-07-13 07:50,ISSUE_0077,True
168,"Waste keeps piling up close to Eachanari because collection has stopped coming on schedule. Not a big problem yet, just flagging it.",Sanitation,Garbage collection,10.951665,76.951188,2026-07-24 13:01,ISSUE_0150,True
169,Trash bins along the stretch near Kavundampalayam Bypass are overflowing and haven't been emptied. Noticed it this morning while passing by.,Sanitation,Garbage collection,11.05177,76.947971,2026-07-15 00:14,ISSUE_0169,False
170,"The streetlight along the stretch near Ramanathapuram has stopped working and the area is very dark at night. Children walk through this area every day, so it needs urgent attention. This has been the case since last week.",Streetlight,Broken streetlight,10.994639,76.984007,2026-07-21 05:35,ISSUE_0113,True
171,There has been no water supply along the stretch near Kalapatti for the past two days. Noticed it this morning while passing by.,Water,Water supply,11.070755,77.029528,2026-07-23 19:27,ISSUE_0305,True
172,"People at Neelambur are avoiding the footpath because of overflowing drain water. Not a big problem yet, just flagging it.",Drainage,Drain overflow,11.00012,77.063824,2026-08-02 22:16,ISSUE_0232,True
173,No water has reached the taps close to Vellalore since the pipeline work started. Several people in the area have noticed this.,Water,Water supply,10.943266,76.990868,2026-07-19 19:03,ISSUE_0303,True
174,The water along the stretch near Saibaba Colony tastes odd and doesn't seem fit for drinking.,Water,Water quality,11.014134,76.935191,2026-07-24 14:46,ISSUE_0361,False
175,Builders seem to be dumping leftover material along the stretch near Vellalore illegally. This has been the case for a few weeks.,Sanitation,Waste dumping,10.94448,76.993672,2026-08-17 15:52,ISSUE_0196,True
176,This exposed wiring near Singanallur is a serious safety hazard for the whole street. It is causing inconvenience to daily commuters.,Electricity,Electrical hazard,11.000968,77.029193,2026-08-17 16:52,ISSUE_0435,False
177,"The road at Avinashi Road needs urgent repair, there's a huge pothole right there. This has been the case for quite some time.",Road,Pothole,11.023586,77.004101,2026-07-08 01:15,ISSUE_0012,True
178,There's visible road erosion in the Kalapatti locality near the shoulder.,Road,Road damage,11.073825,77.031504,2026-08-20 03:19,ISSUE_0054,True
179,It's hard to find the entrance near Kovaipudur at night with the light out. This has been the case for a few weeks.,Streetlight,Broken streetlight,10.942506,76.912393,2026-08-15 19:33,ISSUE_0123,True
180,The drain near the junction beside the Hopes College bus stop is choked with debris and overflowing. It is causing inconvenience to daily commuters.,Drainage,Drain overflow,11.00622,76.941021,2026-07-15 08:37,ISSUE_0223,True
181,Households in the Ram Nagar locality are boiling water extra carefully due to contamination concerns. This is becoming a regular nuisance for residents.,Water,Water quality,11.000021,76.962396,2026-07-27 16:56,ISSUE_0335,True
182,Waste from nearby shops is being dumped along the stretch near Trichy Road instead of collected properly.,Sanitation,Waste dumping,10.988136,77.009187,2026-07-08 02:34,ISSUE_0200,False
183,The corporation water hasn't arrived in the Kavundampalayam Bypass locality for three days straight. Several people in the area have noticed this. This has been the case since last week.,Water,Water supply,11.051859,76.948217,2026-07-16 00:05,ISSUE_0304,True
184,Taps in front of Kalapatti have been running dry since yesterday. Elderly residents are finding it especially difficult.,Water,Water supply,11.070553,77.030345,2026-07-23 01:17,ISSUE_0305,True
185,"There's barely any pressure in the pipes just outside Uppilipalayam, water just dribbles out. It is causing inconvenience to daily commuters.",Water,Water supply,10.98505,77.023756,2026-08-05 10:11,ISSUE_0306,True
186,The supply around the Podanur area tripped again after being restored just an hour ago. It's a small issue but worth noting. This has been the case for the past two days.,Electricity,Power outage,10.965568,76.972153,2026-08-19 11:40,ISSUE_0369,True
187,My scooter's suspension got damaged going over a pothole beside the Sundarapuram bus stop. This is a serious safety risk for everyone nearby.,Road,Pothole,10.975421,76.963264,2026-08-11 13:58,ISSUE_0036,False
188,Heavy waterlogging has returned just outside Race Course after the recent showers.,Drainage,Waterlogging,10.995472,76.955836,2026-08-17 21:37,ISSUE_0273,True
189,A pile of dumped waste has appeared in the Eachanari locality overnight.,Sanitation,Waste dumping,10.950526,76.954242,2026-08-09 07:15,ISSUE_0209,False
190,"Pedestrian signal just outside Kavundampalayam Bypass isn't functioning, making it unsafe to cross. This is unsafe and could lead to an accident.",Road,Traffic signal,11.053199,76.949657,2026-08-15 13:17,ISSUE_0085,True
191,Sparking has been seen near the streetlight wiring close to Kovaipudur at night.,Electricity,Electrical hazard,10.941092,76.915302,2026-07-02 05:45,ISSUE_0418,True
192,"Cracks have widened over time on the road near Town Hall, it needs resurfacing.",Road,Road damage,10.992431,76.961947,2026-07-07 03:35,ISSUE_0050,True
193,A crater-like pothole has opened up around the Vadavalli area near the roadside. A two-wheeler rider nearly fell because of this pothole.,Road,Pothole,11.021555,76.905984,2026-07-02 21:57,ISSUE_0006,True
194,The streetlight near the park on the Rathinapuri main road has been off for a long time. This is becoming a regular nuisance for residents. This has been the case since yesterday.,Streetlight,Broken streetlight,10.987262,76.94513,2026-08-09 21:18,ISSUE_0116,True
195,Household waste along the stretch near Avinashi Road is accumulating since the collection schedule was disrupted.,Sanitation,Garbage collection,11.020973,77.002986,2026-08-19 11:47,ISSUE_0154,True
196,Half the lane around the Kalapatti area has collapsed slightly due to poor drainage underneath. It is causing inconvenience to daily commuters.,Road,Road damage,11.073505,77.032,2026-08-08 01:25,ISSUE_0054,True
197,The traffic signal on the Vadavalli Bridge main road went completely dark this evening. This has been the case for the past two days.,Road,Traffic signal,11.025264,76.902766,2026-07-31 11:50,ISSUE_0103,False
198,"Please fix the pothole just outside Kuniyamuthur, it's damaging vehicle tyres. This is becoming a regular nuisance for residents.",Road,Pothole,10.967528,76.950808,2026-07-16 20:10,ISSUE_0010,True
199,Illegal dumping along the stretch near Vellalore is attracting stray dogs and pests. This has been the case for over a month now.,Sanitation,Waste dumping,10.946291,76.990084,2026-08-20 22:31,ISSUE_0197,True
200,The stretch at Kuniyamuthur is full of potholes making it hard to ride smoothly.,Road,Pothole,10.96736,76.951601,2026-07-15 01:37,ISSUE_0010,True
201,A deep pit has developed on the carriageway beside the Ramanathapuram bus stop.,Road,Pothole,10.997346,76.980582,2026-07-21 17:51,ISSUE_0002,True
202,People from outside the area are dumping trash near Trichy Road at night. It is causing inconvenience to daily commuters.,Sanitation,Waste dumping,10.98857,77.00661,2026-07-01 00:24,ISSUE_0198,True
203,"Power cuts at Sathyamangalam Road are becoming a daily routine lately. Children walk through this area every day, so it needs urgent attention.",Electricity,Power outage,11.042392,77.034132,2026-08-05 18:08,ISSUE_0371,True
204,"The transformer in the Vadavalli Bridge locality seems to have tripped, cutting power to the area. Not a big problem yet, just flagging it. This has been the case for quite some time.",Electricity,Power outage,11.025602,76.902344,2026-08-09 18:24,ISSUE_0380,True
205,There's a bad smell in the drinking water in front of Thudiyalur. Several people in the area have noticed this.,Water,Water quality,11.081403,76.94095,2026-07-28 10:46,ISSUE_0343,True
206,Trash is spilling out of the bins around the Avinashi Road area onto the road.,Sanitation,Garbage collection,11.021934,77.002112,2026-08-05 10:00,ISSUE_0154,True
207,Residents in front of Race Course are frustrated with the inconsistent garbage pickup. It is causing inconvenience to daily commuters.,Sanitation,Garbage collection,10.998901,76.955544,2026-07-27 02:26,ISSUE_0162,True
208,The streetlight near the park in the Sowripalayam locality has been off for a long time.,Streetlight,Broken streetlight,11.000841,76.993936,2026-07-16 23:03,ISSUE_0115,True
209,Someone has been illegally dumping construction debris around the Trichy Road area. This has been ignored despite earlier complaints.,Sanitation,Waste dumping,10.987501,77.006716,2026-08-05 21:17,ISSUE_0198,True
210,A broken electrical fixture in front of Podanur is sparking intermittently.,Electricity,Electrical hazard,10.968402,76.971605,2026-08-16 08:44,ISSUE_0409,True
211,This area just outside Neelambur always floods whenever there's heavy rain.,Drainage,Waterlogging,11.000826,77.065975,2026-08-02 16:20,ISSUE_0265,True
212,"Cracks have widened over time on the road near Podanur, it needs resurfacing. Noticed it this morning while passing by.",Road,Road damage,10.967671,76.974097,2026-07-30 12:37,ISSUE_0045,True
213,Water is accumulating in the Peelamedu Pudur locality after yesterday's rain. It's a small issue but worth noting.,Drainage,Waterlogging,11.026858,77.035734,2026-08-10 10:26,ISSUE_0274,True
214,Storm water drains close to Avinashi Road are blocked and overflowing. This needs to be fixed immediately before someone gets hurt.,Drainage,Drain overflow,11.021949,76.999902,2026-07-17 02:22,ISSUE_0236,True
215,The area around the Avinashi Road area has garbage strewn about since the truck didn't show up. Many residents in the area are affected by this.,Sanitation,Garbage collection,11.021697,77.002932,2026-07-26 01:58,ISSUE_0154,True
216,Households close to Ukkadam are boiling water extra carefully due to contamination concerns.,Water,Water quality,10.990725,76.961023,2026-07-08 05:36,ISSUE_0337,True
217,I nearly lost control of my bike because of a pothole at Eachanari. This is a serious safety risk for everyone nearby.,Road,Pothole,10.953504,76.955521,2026-07-15 23:39,ISSUE_0008,True
218,The supply on the Chinniampalayam main road tripped again after being restored just an hour ago.,Electricity,Power outage,11.089894,77.017138,2026-07-10 00:45,ISSUE_0367,True
219,I nearly lost control of my bike because of a pothole around the Vilankurichi area. Several people in the area have noticed this.,Road,Pothole,11.012565,77.019706,2026-08-11 20:18,ISSUE_0017,True
220,I nearly lost control of my bike because of a pothole beside the Saravanampatti bus stop. It's a small issue but worth noting.,Road,Pothole,11.072053,77.006797,2026-07-04 15:53,ISSUE_0018,True
